dataset,rows,cols,nnzs,merge-path,thread-mapped,group-mapped,minimum,elapsed,cusparse,speed-up,kernel,oracle-speed-up-kernel,oracle-speed-up
plskz362,362,362,880,0.019043,0.0119629,0.016384,0.0119629,0.0119629,0.0429688,3.591838099,thread-mapped,thread-mapped,3.591838099
pltexpa,26894,70364,143059,0.0209961,0.0151367,,0.0151367,0.0209961,0.0551758,2.627907088,merge-path,thread-mapped,3.645167044
pltexpa_A_1,686,1820,3703,0.019043,0.013916,,0.013916,0.013916,0.0458984,3.298246623,thread-mapped,thread-mapped,3.298246623
pltexpa_A_2,1726,4540,9233,0.019043,0.0131836,,0.0131836,0.0131836,0.0488281,3.703700052,group-mapped,thread-mapped,3.703700052
pltexpa_A_3,4430,11612,23611,0.0187988,0.0119629,,0.0119629,0.0187988,0.052002,2.766240398,merge-path,thread-mapped,4.346939287
pltexpa_A_4,28350,74172,150801,0.0209961,0.0148926,,0.0148926,0.0209961,0.059082,2.813951162,merge-path,thread-mapped,3.967205189
pltexpa_A_5,26894,70364,143059,0.0219727,0.0141602,,0.0141602,0.0219727,0.0529785,2.411105599,merge-path,thread-mapped,3.741366647
poisson2D,367,367,2417,0.0180664,0.0109863,0.02864,0.0109863,0.0109863,0.0490723,4.46668123,thread-mapped,thread-mapped,4.46668123
poisson3Da,13514,13514,352762,0.0251465,0.0239258,0.101376,0.0239258,0.0251465,0.059082,2.34951186,merge-path,thread-mapped,2.469384514
poisson3Db,85623,85623,2374949,0.0749512,0.118164,0.187392,0.0749512,0.0749512,0.106934,1.426714983,merge-path,merge-path,1.426714983
polblogs,1490,1490,19025,0.0180664,0.0219727,,0.0180664,0.0180664,0.0500488,2.770269672,merge-path,merge-path,2.770269672
polbooks,105,105,882,0.019043,0.0119629,,0.0119629,0.0119629,0.052002,4.346939287,group-mapped,thread-mapped,4.346939287
poli,4008,4008,8188,0.019043,0.0131836,0.023552,0.0131836,0.0131836,0.0539551,4.092592312,thread-mapped,thread-mapped,4.092592312
poli_large,15575,15575,33074,0.0200195,0.0319824,0.054272,0.0200195,0.0200195,0.0539551,2.695127251,merge-path,merge-path,2.695127251
poli3,16955,16955,37849,0.019043,0.0270996,0.026624,0.019043,0.019043,0.0551758,2.897432127,merge-path,merge-path,2.897432127
poli4,33833,33833,73249,0.0200195,0.0268555,0.039936,0.0200195,0.0200195,0.0568848,2.841469567,merge-path,merge-path,2.841469567
pores_1,30,30,180,0.0168457,0.0109863,0.01536,0.0109863,0.0109863,0.0458984,4.17778506,group-mapped,thread-mapped,4.17778506
pores_2,1224,1224,9613,0.0180664,0.0158691,0.02048,0.0158691,0.0158691,0.0458984,2.892312734,group-mapped,thread-mapped,2.892312734
pores_3,532,532,3474,0.019043,0.0119629,0.018432,0.0119629,0.0119629,0.0510254,4.265303564,group-mapped,thread-mapped,4.265303564
power,4941,4941,13188,0.0180664,0.0129395,,0.0129395,0.0180664,0.052002,2.878381969,merge-path,thread-mapped,4.018856988
power197k,197156,197156,3698357,0.0849609,0.190186,0.352256,0.0849609,0.0849609,0.114014,1.341958477,merge-path,merge-path,1.341958477
power9,155376,155376,2512300,0.0649414,0.287842,0.217088,0.0649414,0.0649414,0.098877,1.522557259,merge-path,merge-path,1.522557259
powersim,15838,15838,67562,0.0200195,0.0141602,0.033792,0.0141602,0.0200195,0.0529785,2.646344814,merge-path,thread-mapped,3.741366647
PR02R,161070,161070,8185136,0.144043,0.434082,0.334848,0.144043,0.144043,0.155762,1.08135765,merge-path,merge-path,1.08135765
pre2,659033,659033,5959282,0.144043,0.223877,0.214016,0.144043,0.144043,0.152832,1.061016502,merge-path,merge-path,1.061016502
preferentialAttachment,100000,100000,999970,0.0529785,0.13208,0.704512,0.0529785,0.0529785,0.0881348,1.66359561,merge-path,merge-path,1.66359561
Pres_Poisson,14822,14822,715804,0.032959,0.0219727,,0.0219727,0.032959,0.0620117,1.881480021,merge-path,thread-mapped,2.82221575
primagaz,1554,10836,21665,0.0180664,0.0930176,,0.0180664,0.0180664,0.0510254,2.82432582,merge-path,merge-path,2.82432582
problem,12,46,86,0.0151367,0.0100098,,0.0100098,0.0100098,0.0410156,4.097544406,thread-mapped,thread-mapped,4.097544406
problem1,415,415,2779,0.0200195,0.0119629,0.017408,0.0119629,0.0119629,0.0510254,4.265303564,group-mapped,thread-mapped,4.265303564
progas,1650,1900,8897,0.0200195,0.0148926,,0.0148926,0.0148926,0.0480957,3.229503243,thread-mapped,thread-mapped,3.229503243
psmigr_1,3140,3140,543162,0.0270996,0.11792,0.531456,0.0270996,0.0270996,0.0581055,2.144146039,merge-path,merge-path,2.144146039
psmigr_2,3140,3140,540022,0.0280762,0.123047,0.530432,0.0280762,0.0280762,0.0541992,1.930432181,merge-path,merge-path,1.930432181
psmigr_3,3140,3140,543162,0.0270996,0.105957,0.535552,0.0270996,0.0270996,0.0610352,2.252254646,merge-path,merge-path,2.252254646
psse0,26722,11028,102432,0.0200195,0.0151367,0.017408,0.0151367,0.0200195,0.052002,2.597567372,merge-path,thread-mapped,3.435491223
psse1,14318,11028,57376,0.0200195,0.0119629,0.017408,0.0119629,0.0200195,0.0510254,2.548784935,merge-path,thread-mapped,4.265303564
psse2,28634,11028,115262,0.0239258,0.0119629,0.033792,0.0119629,0.0239258,0.0568848,2.377550594,merge-path,thread-mapped,4.755101188
pwt,36519,36519,326107,0.0251465,0.0131836,0.032768,0.0131836,0.0251465,0.0600586,2.388348279,merge-path,thread-mapped,4.55555387
pwt,36519,36519,326107,0.0251465,0.0131836,0.032768,0.0131836,0.0251465,0.0600586,2.388348279,merge-path,thread-mapped,4.55555387
pwt,36519,36519,326107,0.0251465,0.0131836,0.032768,0.0131836,0.0251465,0.0600586,2.388348279,merge-path,thread-mapped,4.55555387
pwtk,217918,217918,11634424,0.164062,0.72998,0.438272,0.164062,0.164062,0.190918,1.163694213,merge-path,merge-path,1.163694213
qa8fk,66127,66127,1660579,0.0500488,0.0791016,0.08192,0.0500488,0.0500488,0.0849609,1.69756118,merge-path,merge-path,1.69756118
qa8fm,66127,66127,1660579,0.0488281,0.0769043,0.082944,0.0488281,0.0488281,0.0839844,1.720001393,merge-path,merge-path,1.720001393
qh1484,1484,1484,6110,0.019043,0.0119629,0.02048,0.0119629,0.0119629,0.0449219,3.755101188,thread-mapped,thread-mapped,3.755101188
qh768,768,768,2934,0.0258789,0.0119629,0.02048,0.0119629,0.0119629,0.0471191,3.938769028,group-mapped,thread-mapped,3.938769028
qh882,882,882,3354,0.0187988,0.0129395,0.019456,0.0129395,0.0129395,0.0471191,3.641493103,group-mapped,thread-mapped,3.641493103
qiulp,1192,1900,4492,0.0180664,0.026123,,0.0180664,0.026123,0.0510254,1.953274892,thread-mapped,merge-path,2.82432582
qpband,20000,20000,45000,0.019043,0.0112305,0.013312,0.0112305,0.019043,0.0561523,2.948710812,merge-path,thread-mapped,4.999982191
QRpivot,660,749,3808,0.019043,0.0131836,,0.0131836,0.0131836,0.0510254,3.870369247,thread-mapped,thread-mapped,3.870369247
QRpivot_b,660,1,391,0.0180664,0.0100098,,0.0100098,0.0100098,0.0429688,4.29267318,thread-mapped,thread-mapped,4.29267318
Queen_4147,4147110,4147110,329499284,3.62109,37.959,,3.62109,3.62109,3.7959,1.048275519,merge-path,merge-path,1.048275519
r05,5190,9690,104145,0.0200195,0.0620117,,0.0200195,0.0200195,0.0510254,2.548784935,merge-path,merge-path,2.548784935
radfr1,1048,1048,13299,0.0168457,0.013916,0.024576,0.013916,0.0168457,0.0439453,2.608695394,merge-path,thread-mapped,3.157897384
radiation,223104,223104,7637688,0.166992,0.588867,0.47616,0.166992,0.166992,0.178955,1.071638162,merge-path,merge-path,1.071638162
raefsky1,3242,3242,294276,0.0219727,0.0241699,0.129024,0.0219727,0.0219727,0.0549316,2.499993173,merge-path,merge-path,2.499993173
raefsky2,3242,3242,294276,0.0219727,0.0239258,0.173056,0.0219727,0.0219727,0.052002,2.366664088,merge-path,merge-path,2.366664088
raefsky3,21200,21200,1488768,0.0441895,0.0449219,0.152576,0.0441895,0.0441895,0.078125,1.767953926,merge-path,merge-path,1.767953926
raefsky4,19779,19779,1328611,0.0410156,0.0510254,0.109568,0.0410156,0.0410156,0.0720215,1.755953832,merge-path,merge-path,1.755953832
raefsky5,6316,6316,168658,0.0200195,0.0168457,0.077824,0.0168457,0.0200195,0.0539551,2.695127251,merge-path,thread-mapped,3.202900443
raefsky6,3402,3402,137845,0.0209961,0.0209961,0.330752,0.0209961,0.0209961,0.0529785,2.523254319,merge-path,merge-path,2.523254319
Ragusa16,24,24,81,0.0161133,0.0119629,0.01536,0.0119629,0.0119629,0.0419922,3.510202376,thread-mapped,thread-mapped,3.510202376
Ragusa18,23,23,64,0.0151367,0.0109863,0.027648,0.0109863,0.0109863,0.0388184,3.533346076,thread-mapped,thread-mapped,3.533346076
rail_1357,1357,1357,8985,0.0200195,0.0129395,0.018432,0.0129395,0.0129395,0.0510254,3.943382665,thread-mapped,thread-mapped,3.943382665
rail_1357_B,1357,7,173,0.0187988,0.0129395,0.013312,0.0129395,0.0129395,0.0449219,3.471687469,group-mapped,thread-mapped,3.471687469
rail_1357_C,6,1357,17,0.0158691,0.0119629,0.012288,0.0119629,0.0119629,0.0429688,3.591838099,thread-mapped,thread-mapped,3.591838099
rail_1357_E,1357,1357,8997,0.019043,0.012207,0.018432,0.012207,0.012207,0.0439453,3.600008192,group-mapped,thread-mapped,3.600008192
rail_20209,20209,20209,139233,0.0229492,0.0180664,0.026624,0.0180664,0.0229492,0.052002,2.265961341,merge-path,thread-mapped,2.878381969
rail_20209_B,20209,7,689,0.0187988,0.0100098,0.013312,0.0100098,0.0100098,0.0930176,9.2926532,group-mapped,thread-mapped,9.2926532
rail_20209_C,6,20209,17,0.0151367,0.0119629,0.012288,0.0119629,0.0119629,0.0400391,3.346939287,thread-mapped,thread-mapped,3.346939287
rail_20209_E,20209,20209,139473,0.0219727,0.0141602,0.022528,0.0141602,0.0219727,0.0559082,2.544439236,merge-path,thread-mapped,3.948263443
rail_5177,5177,5177,35185,0.019043,0.0129395,0.017408,0.0129395,0.019043,0.0449219,2.358971801,merge-path,thread-mapped,3.471687469
rail_5177_B,5177,7,345,0.019043,0.0100098,0.01232,0.0100098,0.0100098,0.0529785,5.29266319,thread-mapped,thread-mapped,5.29266319
rail_5177_C,6,5177,17,0.0158691,0.0119629,0.012288,0.0119629,0.0119629,0.0358887,3,thread-mapped,thread-mapped,3
rail_5177_E,5177,5177,35241,0.019043,0.013916,0.018432,0.013916,0.019043,0.0500488,2.628199338,merge-path,thread-mapped,3.596493245
rail_79841,79841,79841,553921,0.0300293,0.0170898,0.03584,0.0170898,0.0300293,0.0661621,2.203251491,merge-path,thread-mapped,3.871437934
rail_79841_B,79841,7,1377,0.0200195,0.0119629,0.013312,0.0119629,0.0119629,0.237061,19.81634888,thread-mapped,thread-mapped,19.81634888
rail_79841_C,6,79841,17,0.0158691,0.0119629,0.01024,0.01024,0.0119629,0.0400391,3.346939287,group-mapped,group-mapped,3.910068359
rail_79841_E,79841,79841,554913,0.0300293,0.0158691,0.034816,0.0158691,0.0300293,0.0620117,2.065039811,merge-path,thread-mapped,3.90770113
rail2586,2586,923269,8011362,0.134033,6.3689,0,0,0.134033,0.138184,1.030969985,merge-path,group-mapped,#DIV/0!
rail4284,4284,1096894,11284032,0.178955,5.03003,0,0,0.178955,0.185059,1.034109134,merge-path,group-mapped,#DIV/0!
rail507,507,63516,409856,0.0239258,0.443848,1.78893,0.0239258,0.0239258,0.0529785,2.214283326,merge-path,merge-path,2.214283326
rail516,516,47827,315412,0.0241699,0.409912,1.60768,0.0241699,0.0241699,0.0532227,2.202024005,merge-path,merge-path,2.202024005
rail582,582,56097,402290,0.0249023,0.433105,3.16518,0.0249023,0.0249023,0.052002,2.088240845,merge-path,merge-path,2.088240845
Raj1,263743,263743,1302464,0.052002,2.46191,1.58003,0.052002,0.052002,0.0769043,1.478871966,merge-path,merge-path,1.478871966
rajat01,6833,6833,43250,0.019043,0.0749512,0.109568,0.019043,0.019043,0.052002,2.730767211,merge-path,merge-path,2.730767211
rajat02,1960,1960,11187,0.019043,0.032959,0.037888,0.019043,0.019043,0.052002,2.730767211,merge-path,merge-path,2.730767211
rajat03,7602,7602,32653,0.0200195,0.0129395,0.016384,0.0129395,0.0200195,0.0529785,2.646344814,merge-path,thread-mapped,4.094323583
rajat04,1041,1041,9642,0.0187988,0.0390625,0.04096,0.0187988,0.0390625,0.0480957,1.23124992,thread-mapped,merge-path,2.55844522
rajat05,301,301,1384,0.0170898,0.0129395,0.01536,0.0129395,0.0129395,0.0432129,3.339611268,group-mapped,thread-mapped,3.339611268
rajat06,10922,10922,46983,0.0200195,0.013916,0.01536,0.013916,0.0200195,0.0539551,2.695127251,merge-path,thread-mapped,3.877198908
rajat07,14842,14842,63913,0.0200195,0.013916,0.018432,0.013916,0.0200195,0.0532227,2.658542921,merge-path,thread-mapped,3.824568842
rajat08,19362,19362,83443,0.0187988,0.0141602,0.017408,0.0141602,0.0187988,0.0581055,3.090915378,merge-path,thread-mapped,4.103437805
rajat09,24482,24482,105573,0.0200195,0.0161133,0.017408,0.0161133,0.0200195,0.052002,2.597567372,merge-path,thread-mapped,3.227271881
rajat10,30202,30202,130303,0.0209961,0.0170898,0.018432,0.0170898,0.0209961,0.0529785,2.523254319,merge-path,thread-mapped,3.100007022
rajat11,135,135,812,0.0178223,0.012207,0.016384,0.012207,0.012207,0.0429688,3.520013107,thread-mapped,thread-mapped,3.520013107
rajat12,1879,1879,12926,0.019043,0.0620117,0.09728,0.019043,0.019043,0.0529785,2.782045896,merge-path,merge-path,2.782045896
rajat13,7598,7598,48922,0.0180664,0.227051,0.30208,0.0180664,0.0180664,0.0529785,2.932432582,merge-path,merge-path,2.932432582
rajat14,180,180,1503,0.019043,0.0178223,0.0256,0.0178223,0.0178223,0.0419922,2.35616054,thread-mapped,thread-mapped,2.35616054
rajat15,37261,37261,443573,0.0270996,0.135986,0.16384,0.0270996,0.0270996,0.0600586,2.216217214,merge-path,merge-path,2.216217214
rajat16,94294,94294,641159,0.0339355,1.33618,1.14074,0.0339355,0.0339355,0.0668945,1.971224824,merge-path,merge-path,1.971224824
rajat17,94294,94294,641159,0.0339355,1.40503,1.14586,0.0339355,0.0339355,0.0649414,1.913671524,merge-path,merge-path,1.913671524
rajat18,94294,94294,485143,0.0268555,1.25903,1.13152,0.0268555,0.0268555,0.0620117,2.309087524,merge-path,merge-path,2.309087524
rajat19,1157,1157,5399,0.0180664,0.0258789,0.03072,0.0180664,0.0258789,0.0510254,1.971698952,thread-mapped,merge-path,2.82432582
rajat20,86916,86916,605045,0.0300293,1.18506,1.14893,0.0300293,0.0300293,0.065918,2.195122763,merge-path,merge-path,2.195122763
rajat21,411676,411676,1893370,0.0668945,7.20508,4.92237,0.0668945,0.0668945,0.092041,1.375912818,merge-path,merge-path,1.375912818
rajat22,39899,39899,197264,0.0219727,0.156006,0.223232,0.0219727,0.0219727,0.0588379,2.677772873,merge-path,merge-path,2.677772873
rajat23,110355,110355,556938,0.0290527,0.1521,0.151552,0.0290527,0.0290527,0.065918,2.268911323,merge-path,merge-path,2.268911323
rajat24,358172,358172,1948235,0.064209,5.79907,4.32742,0.064209,0.064209,0.0910645,1.418251335,merge-path,merge-path,1.418251335
rajat25,87190,87190,607235,0.0290527,1.25806,1.1049,0.0290527,0.0290527,0.0651855,2.24369852,merge-path,merge-path,2.24369852
rajat26,51032,51032,249302,0.0231934,0.161133,0.149504,0.0231934,0.0231934,0.0600586,2.589469418,merge-path,merge-path,2.589469418
rajat27,20640,20640,99777,0.0209961,0.0830078,0.096256,0.0209961,0.0209961,0.0539551,2.569767719,merge-path,merge-path,2.569767719
rajat28,87190,87190,607235,0.0288086,1.26099,1.10694,0.0288086,0.0288086,0.0661621,2.296609346,merge-path,merge-path,2.296609346
rajat29,643994,643994,4866270,0.131836,30.6621,36.1062,0.131836,0.131836,0.138184,1.048150733,merge-path,merge-path,1.048150733
rajat30,643994,643994,6175377,0.156982,36.3511,35.5953,0.156982,0.156982,0.1521,0.9689008931,merge-path,merge-path,0.9689008931
rajat31,4690002,4690002,20316253,0.378906,0.395996,0.513024,0.378906,0.378906,0.433838,1.144975271,merge-path,merge-path,1.144975271
ramage02,16830,16830,2866352,0.0610352,0.0939941,0.260128,0.0610352,0.0610352,0.0959473,1.571999436,merge-path,merge-path,1.571999436
rat,3136,9408,268908,0.0219727,0.0200195,,0.0200195,0.0219727,0.0529785,2.411105599,merge-path,thread-mapped,2.646344814
rat_A_1,3136,9408,88267,0.0178223,0.0129395,,0.0129395,0.0178223,0.052002,2.917805222,merge-path,thread-mapped,4.018856988
rat_A_2,3136,9408,137413,0.019043,0.0170898,,0.0170898,0.019043,0.0549316,2.884608518,merge-path,thread-mapped,3.214291566
rat_A_3,3136,9408,268908,0.0219727,0.0200195,,0.0200195,0.0219727,0.0529785,2.411105599,merge-path,thread-mapped,2.646344814
rbsa480,480,480,17088,0.0180664,0.013916,0.045056,0.013916,0.0180664,0.0498047,2.756758402,merge-path,thread-mapped,3.578952285
rbsb480,480,480,17088,0.0178223,0.0148926,0.044032,0.0148926,0.0178223,0.0490723,2.753421276,merge-path,thread-mapped,3.295079435
rdb1250,1250,1250,7300,0.0180664,0.0119629,0.017408,0.0119629,0.0119629,0.0510254,4.265303564,group-mapped,thread-mapped,4.265303564
rdb1250l,1250,1250,7300,0.019043,0.0119629,0.017408,0.0119629,0.0119629,0.0498047,4.163263088,thread-mapped,thread-mapped,4.163263088
rdb200,200,200,1120,0.0180664,0.0109863,0.016384,0.0109863,0.0109863,0.0429688,3.911125675,thread-mapped,thread-mapped,3.911125675
rdb200l,200,200,1120,0.0178223,0.0109863,0.017408,0.0109863,0.0109863,0.0419922,3.822233145,group-mapped,thread-mapped,3.822233145
rdb2048,2048,2048,12032,0.0200195,0.0109863,0.017408,0.0109863,0.0200195,0.0529785,2.646344814,merge-path,thread-mapped,4.822233145
rdb2048_noL,2048,2048,12032,0.0200195,0.0109863,0.017408,0.0109863,0.0200195,0.0449219,2.24390719,merge-path,thread-mapped,4.088901632
rdb3200l,3200,3200,18880,0.0187988,0.0109863,0.018432,0.0109863,0.0187988,0.0458984,2.4415601,merge-path,thread-mapped,4.17778506
rdb450,450,450,2580,0.0180664,0.0109863,0.018432,0.0109863,0.0109863,0.0478516,4.355570119,thread-mapped,thread-mapped,4.355570119
rdb450l,450,450,2580,0.0178223,0.0109863,0.019456,0.0109863,0.0109863,0.0478516,4.355570119,thread-mapped,thread-mapped,4.355570119
rdb5000,5000,5000,29600,0.0200195,0.0180664,0.018432,0.0180664,0.0200195,0.0510254,2.548784935,merge-path,thread-mapped,2.82432582
rdb800l,800,800,4640,0.019043,0.019043,0.017408,0.017408,0.019043,0.0490723,2.576920653,thread-mapped,group-mapped,2.818951057
rdb968,968,968,5632,0.0200195,0.0119629,0.017408,0.0119629,0.0119629,0.0500488,4.18366784,thread-mapped,thread-mapped,4.18366784
rdist1,4134,4134,94408,0.0219727,0.0148926,0.03584,0.0148926,0.0219727,0.0581055,2.644440601,merge-path,thread-mapped,3.901635712
rdist2,3198,3198,56934,0.0178223,0.0151367,0.028704,0.0151367,0.0178223,0.0480957,2.698624757,merge-path,thread-mapped,3.177423084
rdist3a,2398,2398,61896,0.0178223,0.0158691,0.043008,0.0158691,0.0178223,0.0441895,2.479449903,merge-path,thread-mapped,2.784625467
refine,29,62,153,0.0148926,0.0141602,,0.0141602,0.0141602,0.0429688,3.034476914,thread-mapped,thread-mapped,3.034476914
rel3,12,5,18,0.0148926,0.0100098,0.011264,0.0100098,0.0100098,0.0378418,3.780475134,thread-mapped,thread-mapped,3.780475134
rel4,66,12,104,0.0151367,0.0119629,0.013312,0.0119629,0.0119629,0.0400391,3.346939287,thread-mapped,thread-mapped,3.346939287
rel5,340,35,656,0.019043,0.0119629,0.014336,0.0119629,0.0119629,0.0480957,4.020404751,thread-mapped,thread-mapped,4.020404751
rel6,2340,157,5101,0.019043,0.0112305,0.01536,0.0112305,0.0112305,0.0539551,4.804336405,thread-mapped,thread-mapped,4.804336405
rel7,21924,1045,50636,0.0209961,0.0119629,0.016384,0.0119629,0.0209961,0.0539551,2.569767719,merge-path,thread-mapped,4.510202376
rel8,345688,12347,821839,0.0410156,0.026123,0.037888,0.026123,0.0410156,0.0671387,1.636906445,merge-path,thread-mapped,2.570099146
rel9,9888048,274669,23667183,0.555176,0.424072,0.671744,0.424072,0.555176,0.565918,1.019348819,merge-path,thread-mapped,1.334485653
relat3,12,5,24,0.0148926,0.0100098,0.012256,0.0100098,0.0100098,0.0429688,4.29267318,group-mapped,thread-mapped,4.29267318
relat4,66,12,172,0.013916,0.0109863,0.013312,0.0109863,0.0109863,0.0429688,3.911125675,thread-mapped,thread-mapped,3.911125675
relat5,340,35,1058,0.019043,0.0109863,0.014336,0.0109863,0.0109863,0.0429688,3.911125675,thread-mapped,thread-mapped,3.911125675
relat6,2340,157,8108,0.019043,0.0109863,0.013312,0.0109863,0.0109863,0.0529785,4.822233145,thread-mapped,thread-mapped,4.822233145
relat7,21924,1045,81355,0.0209961,0.0119629,0.022528,0.0119629,0.0209961,0.0529785,2.523254319,merge-path,thread-mapped,4.428566652
relat7b,21924,1045,81355,0.0200195,0.0119629,0.014336,0.0119629,0.0200195,0.0549316,2.743904693,merge-path,thread-mapped,4.59182974
relat8,345688,12347,1334038,0.0529785,0.0351562,0.052224,0.0351562,0.0529785,0.0908203,1.714285984,merge-path,thread-mapped,2.583336652
relat9,12360060,549336,38955420,0.869873,0.640137,1.04755,0.640137,0.869873,0.89209,1.02554051,merge-path,thread-mapped,1.393592309
reorientation_1,677,677,7326,0.019043,0.0339355,0.054304,0.019043,0.0339355,0.0498047,1.467628295,thread-mapped,merge-path,2.61538098
reorientation_2,1544,1544,17910,0.019043,0.0700684,0.060416,0.019043,0.019043,0.0419922,2.205125243,merge-path,merge-path,2.205125243
reorientation_3,2513,2513,32166,0.0180664,0.105957,0.16896,0.0180664,0.0180664,0.0507812,2.810809016,merge-path,merge-path,2.810809016
reorientation_4,2717,2717,33630,0.019043,0.110107,0.091136,0.019043,0.019043,0.052002,2.730767211,merge-path,merge-path,2.730767211
reorientation_5,2904,2904,35590,0.0200195,0.121094,0.101376,0.0200195,0.0200195,0.052002,2.597567372,merge-path,merge-path,2.597567372
reorientation_6,3006,3006,37342,0.0180664,0.131104,0.104448,0.0180664,0.0180664,0.052002,2.878381969,merge-path,merge-path,2.878381969
reorientation_7,3057,3057,37150,0.0197754,0.126953,0.104448,0.0197754,0.0197754,0.0539551,2.728394874,merge-path,merge-path,2.728394874
reorientation_8,3108,3108,37894,0.0187988,0.133057,0.115712,0.0187988,0.0187988,0.0539551,2.870135328,merge-path,merge-path,2.870135328
Reuters911,13332,13332,296076,0.0239258,0.104004,0.130048,0.0239258,0.0239258,0.0571289,2.38775297,merge-path,merge-path,2.38775297
Reuters911_Day_01,13332,13332,18636,0.0200195,0.0270996,0.021504,0.0200195,0.0200195,0.0551758,2.7561028,merge-path,merge-path,2.7561028
Reuters911_Day_02,13332,13332,27838,0.0209961,0.0300293,0.0256,0.0209961,0.0209961,0.0529785,2.523254319,merge-path,merge-path,2.523254319
Reuters911_Day_03,13332,13332,14902,0.0200195,0.0209961,0.019456,0.019456,0.0200195,0.0490723,2.451225056,merge-path,group-mapped,2.522219367
Reuters911_Day_04,13332,13332,12464,0.019043,0.019043,0.018432,0.018432,0.019043,0.0529785,2.782045896,merge-path,group-mapped,2.874267578
Reuters911_Day_05,13332,13332,17668,0.019043,0.0219727,0.019456,0.019043,0.019043,0.0490723,2.576920653,merge-path,merge-path,2.576920653
Reuters911_Day_06,13332,13332,15890,0.019043,0.0258789,0.021504,0.019043,0.019043,0.0529785,2.782045896,merge-path,merge-path,2.782045896
Reuters911_Day_07,13332,13332,9204,0.0187988,0.019043,0.016384,0.016384,0.019043,0.0581055,3.051278685,thread-mapped,group-mapped,3.546478271
Reuters911_Day_08,13332,13332,6874,0.019043,0.0180664,0.014336,0.014336,0.0180664,0.0620117,3.432432582,thread-mapped,group-mapped,4.325592913
Reuters911_Day_09,13332,13332,7768,0.0180664,0.0180664,0.016384,0.016384,0.0180664,0.0581055,3.216219059,thread-mapped,group-mapped,3.546478271
Reuters911_Day_10,13332,13332,9410,0.019043,0.0170898,0.02048,0.0170898,0.0170898,0.0581055,3.400010533,group-mapped,thread-mapped,3.400010533
Reuters911_Day_11,13332,13332,10240,0.0209961,0.0209961,0.017408,0.017408,0.0209961,0.0610352,2.906977963,merge-path,group-mapped,3.506158088
Reuters911_Day_12,13332,13332,5550,0.0180664,0.0170898,0.014336,0.014336,0.0170898,0.0610352,3.571440274,thread-mapped,group-mapped,4.257477679
Reuters911_Day_13,13332,13332,4264,0.019043,0.0151367,0.014336,0.014336,0.0151367,0.0678711,4.483876935,thread-mapped,group-mapped,4.734312221
Reuters911_Day_14,13332,13332,5390,0.0200195,0.0161133,0.014368,0.014368,0.0161133,0.0649414,4.030297953,thread-mapped,group-mapped,4.519863586
Reuters911_Day_15,13332,13332,11508,0.019043,0.0209961,0.019424,0.019043,0.019043,0.0549316,2.884608518,merge-path,merge-path,2.884608518
Reuters911_Day_16,13332,13332,9786,0.0197754,0.0170898,0.01536,0.01536,0.0170898,0.0610352,3.571440274,group-mapped,group-mapped,3.973645833
Reuters911_Day_17,13332,13332,7374,0.0197754,0.0170898,0.015328,0.015328,0.0170898,0.0632324,3.700008192,group-mapped,group-mapped,4.125287056
Reuters911_Day_18,13332,13332,6810,0.0200195,0.0178223,0.016384,0.016384,0.0178223,0.0600586,3.369856865,thread-mapped,group-mapped,3.665686035
Reuters911_Day_19,13332,13332,3770,0.0180664,0.013916,0.013312,0.013312,0.013916,0.0651855,4.684212417,thread-mapped,group-mapped,4.896747296
Reuters911_Day_20,13332,13332,5966,0.019043,0.0151367,0.014336,0.014336,0.0151367,0.0649414,4.290327482,thread-mapped,group-mapped,4.529952567
Reuters911_Day_21,13332,13332,7086,0.019043,0.0168457,0.01536,0.01536,0.0168457,0.0610352,3.623191675,group-mapped,group-mapped,3.973645833
Reuters911_Day_22,13332,13332,7132,0.0200195,0.0158691,0.014336,0.014336,0.0158691,0.0581055,3.661549804,thread-mapped,group-mapped,4.053118025
Reuters911_Day_23,13332,13332,5986,0.019043,0.0141602,0.014368,0.0141602,0.0141602,0.064209,4.534469852,thread-mapped,thread-mapped,4.534469852
Reuters911_Day_24,13332,13332,4792,0.019043,0.013916,0.014336,0.013916,0.013916,0.065918,4.736849669,thread-mapped,thread-mapped,4.736849669
Reuters911_Day_25,13332,13332,7644,0.0200195,0.0168457,0.014336,0.014336,0.0168457,0.0561523,3.333331355,thread-mapped,group-mapped,3.916873605
Reuters911_Day_26,13332,13332,6250,0.0219727,0.0180664,0.01536,0.01536,0.0180664,0.0651855,3.608106762,group-mapped,group-mapped,4.243847656
Reuters911_Day_27,13332,13332,7220,0.0200195,0.0168457,0.01536,0.01536,0.0168457,0.0559082,3.31884101,thread-mapped,group-mapped,3.639856771
Reuters911_Day_28,13332,13332,7632,0.019043,0.0178223,0.01536,0.01536,0.0178223,0.0578613,3.246567503,thread-mapped,group-mapped,3.767011719
Reuters911_Day_29,13332,13332,5682,0.0180664,0.0148926,0.013312,0.013312,0.0148926,0.0629883,4.229503243,thread-mapped,group-mapped,4.731693209
Reuters911_Day_30,13332,13332,6152,0.0200195,0.0170898,0.01536,0.01536,0.0170898,0.0598145,3.500011703,group-mapped,group-mapped,3.894173177
Reuters911_Day_31,13332,13332,8050,0.0200195,0.0161133,0.01536,0.01536,0.0161133,0.0578613,3.590903167,thread-mapped,group-mapped,3.767011719
