dataset,rows,cols,nnzs,merge-path,thread-mapped,group-mapped,minimum,elapsed,cusparse,speed-up,kernel,oracle-speed-up-kernel,oracle-speed-up
can_838,838,838,10010,0.0209961,0.0148926,0.032768,0.0148926,0.0209961,0.0639648,3.046508637,merge-path,thread-mapped,4.295072721
can_96,96,96,768,0.0168457,0.013916,0.018432,0.013916,0.013916,0.0561523,4.035089106,group-mapped,thread-mapped,4.035089106
cant,62451,62451,4007383,0.0839844,0.197998,0.346112,0.0839844,0.0839844,0.11499,1.369182848,merge-path,merge-path,1.369182848
car4,16384,33052,63724,0.0200195,0.0180664,,0.0180664,0.0200195,0.0539551,2.695127251,merge-path,thread-mapped,2.98648873
cari,400,1200,152800,0.0200195,0.0539551,,0.0200195,0.0200195,0.0510254,2.548784935,merge-path,merge-path,2.548784935
case39,40216,40216,1042160,0.0400391,1.64502,7.47827,0.0400391,0.0400391,0.0681152,1.70121706,merge-path,merge-path,1.70121706
case39_A_01,40216,40216,1042160,0.0400391,1.64307,7.48134,0.0400391,0.0400391,0.0610352,1.524389909,merge-path,merge-path,1.524389909
case39_A_02,40216,40216,1042170,0.0388184,1.55493,7.48646,0.0388184,0.0388184,0.0649414,1.672954063,merge-path,merge-path,1.672954063
case39_A_03,40216,40216,1042170,0.0390625,1.64404,7.48442,0.0390625,0.0390625,0.0661621,1.69374976,merge-path,merge-path,1.69374976
case39_A_04,40216,40216,1042170,0.0390625,1.65405,7.47213,0.0390625,0.0390625,0.0710449,1.81874944,merge-path,merge-path,1.81874944
case39_A_05,40216,40216,1042170,0.0397949,1.65894,7.46496,0.0397949,0.0397949,0.0700684,1.760738185,merge-path,merge-path,1.760738185
case39_A_06,40216,40216,1042170,0.0368652,1.65601,7.48032,0.0368652,0.0368652,0.0700684,1.900665126,merge-path,merge-path,1.900665126
case39_A_07,40216,40216,1042170,0.0388184,1.56299,7.46803,0.0388184,0.0388184,0.0690918,1.779872432,merge-path,merge-path,1.779872432
case39_A_08,40216,40216,1042170,0.0388184,1.55396,7.48442,0.0388184,0.0388184,0.079834,2.056602024,merge-path,merge-path,2.056602024
case39_A_09,40216,40216,1042170,0.0380859,1.646,7.48134,0.0380859,0.0380859,0.0700684,1.839746468,merge-path,merge-path,1.839746468
case39_A_10,40216,40216,1042170,0.0390625,1.55811,7.4752,0.0390625,0.0390625,0.0698242,1.78749952,merge-path,merge-path,1.78749952
case39_A_11,40216,40216,1042170,0.0390625,1.56201,7.4711,0.0390625,0.0390625,0.0671387,1.71875072,merge-path,merge-path,1.71875072
case39_A_12,40216,40216,1042170,0.0390625,1.56299,7.48134,0.0390625,0.0390625,0.116943,2.9937408,merge-path,merge-path,2.9937408
case39_A_13,40216,40216,1042170,0.0390625,1.65503,7.48032,0.0390625,0.0390625,0.0710449,1.81874944,merge-path,merge-path,1.81874944
case39_b,40216,1,40215,0.0249023,0.0109863,0.014336,0.0109863,0.0249023,0.0639648,2.568630207,merge-path,thread-mapped,5.822233145
case39_b1_01,40216,1,40215,0.0219727,0.0100098,0.012288,0.0100098,0.0219727,0.0620117,2.82221575,merge-path,thread-mapped,6.195098803
case39_b1_02,40216,1,40215,0.0200195,0.0109863,0.013312,0.0109863,0.0200195,0.0549316,2.743904693,merge-path,thread-mapped,5.000009102
case39_b1_03,40216,1,40215,0.0200195,0.0119629,0.013312,0.0119629,0.0200195,0.0561523,2.804880242,merge-path,thread-mapped,4.693870215
case39_b1_04,40216,1,40215,0.0200195,0.0109863,0.011264,0.0109863,0.0200195,0.0588379,2.939029446,merge-path,thread-mapped,5.355570119
case39_b1_05,40216,1,40215,0.0200195,0.0112305,0.012288,0.0112305,0.0200195,0.0529785,2.646344814,merge-path,thread-mapped,4.717376786
case39_b1_06,40216,1,40215,0.019043,0.0119629,0.012288,0.0119629,0.019043,0.0561523,2.948710812,merge-path,thread-mapped,4.693870215
case39_b1_07,40216,1,40215,0.019043,0.0109863,0.013344,0.0109863,0.019043,0.0559082,2.935892454,merge-path,thread-mapped,5.088901632
case39_b1_08,40216,1,40215,0.0200195,0.0119629,0.012288,0.0119629,0.0200195,0.0571289,2.853662679,merge-path,thread-mapped,4.775505939
case39_b1_09,40216,1,40215,0.0209961,0.0119629,0.012288,0.0119629,0.0209961,0.0571289,2.720929125,merge-path,thread-mapped,4.775505939
case39_b1_10,40216,1,40215,0.0200195,0.0119629,0.013312,0.0119629,0.0200195,0.0568848,2.841469567,merge-path,thread-mapped,4.755101188
case39_b1_11,40216,1,40214,0.0187988,0.0119629,0.013312,0.0119629,0.0187988,0.0529785,2.818185203,merge-path,thread-mapped,4.428566652
case39_b1_12,40216,1,39362,0.0197754,0.0119629,0.011232,0.011232,0.0197754,0.0549316,2.777774407,merge-path,group-mapped,4.890633903
case39_b1_13,40216,1,38714,0.019043,0.0119629,0.01328,0.0119629,0.019043,0.0610352,3.205125243,merge-path,thread-mapped,5.102040475
case39_b2_01,40216,1,40215,0.0251465,0.0119629,0.011264,0.011264,0.0251465,0.065918,2.621358837,merge-path,group-mapped,5.85209517
case39_b2_02,40216,1,40215,0.0209961,0.0109863,0.01536,0.0109863,0.0209961,0.0559082,2.662789756,merge-path,thread-mapped,5.088901632
case39_b2_03,40216,1,40215,0.0197754,0.0109863,0.013312,0.0109863,0.0197754,0.0539551,2.728394874,merge-path,thread-mapped,4.911125675
case39_b2_04,40216,1,40215,0.0200195,0.0119629,0.011264,0.011264,0.0200195,0.0551758,2.7561028,merge-path,group-mapped,4.898419744
case39_b2_05,40216,1,40215,0.0200195,0.0109863,0.011264,0.0109863,0.0200195,0.059082,2.951222558,merge-path,thread-mapped,5.3777887
case39_b2_06,40216,1,40215,0.0200195,0.0109863,0.012288,0.0109863,0.0200195,0.0571289,2.853662679,merge-path,thread-mapped,5.200012743
case39_b2_07,40216,1,40215,0.0200195,0.0109863,0.014336,0.0109863,0.0200195,0.059082,2.951222558,merge-path,thread-mapped,5.3777887
case39_b2_08,40216,1,40215,0.0209961,0.0109863,0.012288,0.0109863,0.0209961,0.0578613,2.755811794,merge-path,thread-mapped,5.266677589
case39_b2_09,40216,1,40215,0.019043,0.0119629,0.012288,0.0119629,0.019043,0.0568848,2.98717639,merge-path,thread-mapped,4.755101188
case39_b2_10,40216,1,40215,0.0209961,0.0119629,0.014336,0.0119629,0.0209961,0.0549316,2.616276356,merge-path,thread-mapped,4.59182974
case39_b2_11,40216,1,40214,0.0200195,0.0119629,0.013312,0.0119629,0.0200195,0.0559082,2.79268713,merge-path,thread-mapped,4.673465464
case39_b2_12,40216,1,39362,0.019043,0.0100098,0.011264,0.0100098,0.019043,0.0588379,3.089739012,merge-path,thread-mapped,5.878029531
case39_b2_13,40216,1,38714,0.0200195,0.0119629,0.012288,0.0119629,0.0200195,0.0629883,3.146347311,merge-path,thread-mapped,5.265303564
case9,14454,14454,147972,0.0200195,0.335938,0.714752,0.0200195,0.0200195,0.0490723,2.451225056,merge-path,merge-path,2.451225056
case9_A_01,14454,14454,147972,0.0212402,0.287109,0.714752,0.0212402,0.0212402,0.052002,2.448282031,merge-path,merge-path,2.448282031
case9_A_02,14454,14454,147972,0.0209961,0.291016,0.712704,0.0209961,0.0209961,0.0529785,2.523254319,merge-path,merge-path,2.523254319
case9_A_03,14454,14454,147972,0.0200195,0.285889,0.712704,0.0200195,0.0200195,0.0529785,2.646344814,merge-path,merge-path,2.646344814
case9_A_04,14454,14454,147972,0.0209961,0.335938,0.714752,0.0209961,0.0209961,0.0541992,2.581393687,merge-path,merge-path,2.581393687
case9_A_05,14454,14454,147972,0.0200195,0.337158,0.71168,0.0200195,0.0200195,0.0549316,2.743904693,merge-path,merge-path,2.743904693
case9_A_06,14454,14454,147972,0.0197754,0.336914,0.712704,0.0197754,0.0197754,0.0539551,2.728394874,merge-path,merge-path,2.728394874
case9_A_07,14454,14454,147972,0.0229492,0.316895,0.712704,0.0229492,0.0229492,0.052002,2.265961341,merge-path,merge-path,2.265961341
case9_A_08,14454,14454,147972,0.0219727,0.319092,0.71168,0.0219727,0.0219727,0.0539551,2.455551662,merge-path,merge-path,2.455551662
case9_A_09,14454,14454,147972,0.0209961,0.336914,0.712704,0.0209961,0.0209961,0.0539551,2.569767719,merge-path,merge-path,2.569767719
case9_A_10,14454,14454,147972,0.0219727,0.340088,0.710656,0.0219727,0.0219727,0.0549316,2.499993173,merge-path,merge-path,2.499993173
case9_A_11,14454,14454,147972,0.0209961,0.335938,0.71168,0.0209961,0.0209961,0.0478516,2.279070875,merge-path,merge-path,2.279070875
case9_A_12,14454,14454,147972,0.0219727,0.286865,0.715776,0.0219727,0.0219727,0.052002,2.366664088,merge-path,merge-path,2.366664088
case9_b,14454,1,14453,0.0180664,0.0100098,0.011264,0.0100098,0.0180664,0.0541992,3,merge-path,thread-mapped,5.414613679
case9_b1_01,14454,1,14453,0.019043,0.0100098,0.012288,0.0100098,0.019043,0.0510254,2.679483275,merge-path,thread-mapped,5.097544406
case9_b1_02,14454,1,14453,0.019043,0.0109863,0.011264,0.0109863,0.019043,0.0500488,2.628199338,merge-path,thread-mapped,4.555564658
case9_b1_03,14454,1,14453,0.0197754,0.0090332,0.012288,0.0090332,0.0197754,0.0549316,2.777774407,merge-path,thread-mapped,6.081078688
case9_b1_04,14454,1,14453,0.019043,0.0100098,0.012288,0.0100098,0.019043,0.0549316,2.884608518,merge-path,thread-mapped,5.487781974
case9_b1_05,14454,1,14453,0.0200195,0.0100098,0.013312,0.0100098,0.0200195,0.0559082,2.79268713,merge-path,thread-mapped,5.585346361
case9_b1_06,14454,1,14453,0.019043,0.0090332,0.014336,0.0090332,0.019043,0.0541992,2.846148191,merge-path,thread-mapped,6
case9_b1_07,14454,1,14453,0.0200195,0.0100098,0.013312,0.0100098,0.0200195,0.0529785,2.646344814,merge-path,thread-mapped,5.29266319
case9_b1_08,14454,1,14453,0.0180664,0.0100098,0.012288,0.0100098,0.0180664,0.0549316,3.040539344,merge-path,thread-mapped,5.487781974
case9_b1_09,14454,1,14453,0.019043,0.0109863,0.013312,0.0109863,0.019043,0.0541992,2.846148191,merge-path,thread-mapped,4.933344256
case9_b1_10,14454,1,13936,0.0197754,0.0100098,0.014304,0.0100098,0.0197754,0.0559082,2.827158996,merge-path,thread-mapped,5.585346361
case9_b1_11,14454,1,14134,0.0187988,0.0109863,0.013312,0.0109863,0.0187988,0.0471191,2.506495095,merge-path,thread-mapped,4.288896171
case9_b1_12,14454,1,14146,0.0209961,0.0100098,0.01024,0.0100098,0.0209961,0.0581055,2.767442525,merge-path,thread-mapped,5.804861236
case9_b2_01,14454,1,14453,0.0178223,0.0100098,0.012288,0.0100098,0.0178223,0.0539551,3.027392649,merge-path,thread-mapped,5.390227577
case9_b2_02,14454,1,14453,0.0209961,0.0109863,0.011264,0.0109863,0.0209961,0.0529785,2.523254319,merge-path,thread-mapped,4.822233145
case9_b2_03,14454,1,14453,0.019043,0.0109863,0.012288,0.0109863,0.019043,0.052002,2.730767211,merge-path,thread-mapped,4.733349717
case9_b2_04,14454,1,14453,0.0200195,0.0170898,0.011264,0.011264,0.0200195,0.0500488,2.500002498,merge-path,group-mapped,4.443252841
case9_b2_05,14454,1,14453,0.0200195,0.0109863,0.012288,0.0109863,0.0200195,0.0549316,2.743904693,merge-path,thread-mapped,5.000009102
case9_b2_06,14454,1,14453,0.0180664,0.0109863,0.012288,0.0109863,0.0180664,0.0549316,3.040539344,merge-path,thread-mapped,5.000009102
case9_b2_07,14454,1,14453,0.019043,0.0109863,0.012288,0.0109863,0.019043,0.0480957,2.525636717,merge-path,thread-mapped,4.3777887
case9_b2_08,14454,1,14453,0.0200195,0.0090332,0.012288,0.0090332,0.0200195,0.0549316,2.743904693,merge-path,thread-mapped,6.081078688
case9_b2_09,14454,1,14453,0.0180664,0.0100098,0.011264,0.0100098,0.0180664,0.052002,2.878381969,merge-path,thread-mapped,5.195108793
case9_b2_10,14454,1,13936,0.0209961,0.0129395,0.011264,0.011264,0.0209961,0.059082,2.813951162,merge-path,group-mapped,5.245205966
case9_b2_11,14454,1,14134,0.0187988,0.00976562,0.012288,0.00976562,0.0187988,0.0588379,3.129875311,merge-path,thread-mapped,6.025004045
case9_b2_12,14454,1,14146,0.0200195,0.0100098,0.011264,0.0100098,0.0200195,0.0541992,2.707320363,merge-path,thread-mapped,5.414613679
cat_ears_2_1,85,85,254,0.013916,0.0109863,,0.0109863,0.0109863,0.0449219,4.088901632,group-mapped,thread-mapped,4.088901632
cat_ears_2_4,1009,2689,7982,0.0170898,0.0129395,,0.0129395,0.0129395,0.0490723,3.792441748,group-mapped,thread-mapped,3.792441748
cat_ears_3_1,204,181,542,0.0170898,0.0148926,,0.0148926,0.0148926,0.0429688,2.885245021,group-mapped,thread-mapped,2.885245021
cat_ears_3_4,5226,13271,39592,0.0200195,0.0129395,,0.0129395,0.0200195,0.0510254,2.548784935,merge-path,thread-mapped,3.943382665
cat_ears_4_1,377,313,938,0.0200195,0.0119629,,0.0119629,0.0119629,0.046875,3.918364276,group-mapped,thread-mapped,3.918364276
cat_ears_4_4,19020,44448,132888,0.0209961,0.0141602,,0.0141602,0.0209961,0.0532227,2.53488505,merge-path,thread-mapped,3.758612166
cavity01,317,317,7327,0.0200195,0.0168457,0.037888,0.0168457,0.0168457,0.0488281,2.898549778,thread-mapped,thread-mapped,2.898549778
cavity02,317,317,7327,0.019043,0.0151367,0.039936,0.0151367,0.0151367,0.0490723,3.241941771,thread-mapped,thread-mapped,3.241941771
cavity03,317,317,7327,0.019043,0.013916,0.038912,0.013916,0.013916,0.0490723,3.526322219,group-mapped,thread-mapped,3.526322219
cavity04,317,317,7327,0.0187988,0.0148926,0.04096,0.0148926,0.0148926,0.0471191,3.163927051,thread-mapped,thread-mapped,3.163927051
cavity05,1182,1182,32747,0.0200195,0.0148926,0.04096,0.0148926,0.0200195,0.0539551,2.695127251,merge-path,thread-mapped,3.622946967
cavity06,1182,1182,32747,0.019043,0.0151367,0.04096,0.0151367,0.019043,0.0500488,2.628199338,merge-path,thread-mapped,3.306453851
cavity07,1182,1182,32747,0.019043,0.0148926,0.041984,0.0148926,0.019043,0.0439453,2.307687864,merge-path,thread-mapped,2.950814498
cavity08,1182,1182,32747,0.0200195,0.013916,0.04096,0.013916,0.0200195,0.0510254,2.548784935,merge-path,thread-mapped,3.666671457
cavity09,1182,1182,32747,0.0187988,0.0148926,0.04096,0.0148926,0.0187988,0.0500488,2.662340149,merge-path,thread-mapped,3.360648913
cavity10,2597,2597,76367,0.0209961,0.013916,0.04096,0.013916,0.0209961,0.0539551,2.569767719,merge-path,thread-mapped,3.877198908
cavity11,2597,2597,76367,0.0200195,0.0148926,0.041984,0.0148926,0.0200195,0.052002,2.597567372,merge-path,thread-mapped,3.491801297
cavity12,2597,2597,76367,0.0209961,0.0141602,0.04096,0.0141602,0.0209961,0.0500488,2.383718881,merge-path,thread-mapped,3.534469852
cavity13,2597,2597,76367,0.0200195,0.0148926,0.04096,0.0148926,0.0200195,0.0539551,2.695127251,merge-path,thread-mapped,3.622946967
cavity14,2597,2597,76367,0.0219727,0.0151367,0.041984,0.0151367,0.0219727,0.0539551,2.455551662,merge-path,thread-mapped,3.56452199
cavity15,2597,2597,76367,0.0187988,0.0141602,0.041984,0.0141602,0.0187988,0.0500488,2.662340149,merge-path,thread-mapped,3.534469852
cavity16,4562,4562,138187,0.0219727,0.0148926,0.043008,0.0148926,0.0219727,0.0529785,2.411105599,merge-path,thread-mapped,3.557370775
cavity17,4562,4562,138187,0.0209961,0.0141602,0.041984,0.0141602,0.0209961,0.0559082,2.662789756,merge-path,thread-mapped,3.948263443
cavity18,4562,4562,138187,0.0209961,0.0148926,0.043008,0.0148926,0.0209961,0.0571289,2.720929125,merge-path,thread-mapped,3.836059519
cavity19,4562,4562,138187,0.0209961,0.0158691,0.04096,0.0158691,0.0209961,0.0581055,2.767442525,merge-path,thread-mapped,3.661549804
cavity20,4562,4562,138187,0.0209961,0.0148926,0.044032,0.0148926,0.0209961,0.0551758,2.627907088,merge-path,thread-mapped,3.70491385
cavity21,4562,4562,138187,0.0209961,0.0148926,0.041984,0.0148926,0.0209961,0.0539551,2.569767719,merge-path,thread-mapped,3.622946967
cavity22,4562,4562,138187,0.0209961,0.0148926,0.043008,0.0148926,0.0209961,0.0529785,2.523254319,merge-path,thread-mapped,3.557370775
cavity23,4562,4562,138187,0.0209961,0.0148926,0.041984,0.0148926,0.0209961,0.0510254,2.430232281,merge-path,thread-mapped,3.426225105
cavity24,4562,4562,138187,0.0209961,0.0148926,0.04608,0.0148926,0.0209961,0.0478516,2.279070875,merge-path,thread-mapped,3.213112553
cavity25,4562,4562,138187,0.0200195,0.0158691,0.041984,0.0158691,0.0200195,0.0510254,2.548784935,merge-path,thread-mapped,3.215393438
cavity26,4562,4562,138187,0.0209961,0.0161133,0.043008,0.0161133,0.0209961,0.0581055,2.767442525,merge-path,thread-mapped,3.606058349
cbuckle,13681,13681,676515,0.0290527,0.0449219,,0.0290527,0.0290527,0.059082,2.033614776,merge-path,merge-path,2.033614776
cbuckle_G,13681,13681,514896,0.0280762,0.0310059,,0.0280762,0.0280762,0.0620117,2.208692772,merge-path,merge-path,2.208692772
cca,49152,49152,139264,0.0219727,0.0119629,,0.0119629,0.0219727,0.0610352,2.777774238,merge-path,thread-mapped,5.102040475
cca_G_01,24,24,56,0.0148926,0.0109863,,0.0109863,0.0109863,0.0410156,3.733340615,thread-mapped,thread-mapped,3.733340615
cca_G_02,64,64,160,0.0161133,0.0090332,,0.0090332,0.0090332,0.0368652,4.081078688,thread-mapped,thread-mapped,4.081078688
cca_G_03,160,160,416,0.0148926,0.0109863,,0.0109863,0.0109863,0.0439453,4.000009102,group-mapped,thread-mapped,4.000009102
cca_G_04,384,384,1024,0.019043,0.0109863,,0.0109863,0.0109863,0.0429688,3.911125675,group-mapped,thread-mapped,3.911125675
cca_G_05,896,896,2432,0.0219727,0.0109863,,0.0109863,0.0109863,0.0500488,4.555564658,group-mapped,thread-mapped,4.555564658
cca_G_06,2048,2048,5632,0.019043,0.0109863,,0.0109863,0.0109863,0.0490723,4.46668123,thread-mapped,thread-mapped,4.46668123
cca_G_07,4608,4608,12800,0.0200195,0.0109863,,0.0109863,0.0200195,0.0480957,2.402442618,merge-path,thread-mapped,4.3777887
cca_G_08,10240,10240,28672,0.0200195,0.0109863,,0.0109863,0.0200195,0.0549316,2.743904693,merge-path,thread-mapped,5.000009102
cca_G_09,22528,22528,63488,0.0209961,0.0119629,,0.0119629,0.0209961,0.0549316,2.616276356,merge-path,thread-mapped,4.59182974
cca_G_10,49152,49152,139264,0.0209961,0.0119629,,0.0119629,0.0209961,0.0559082,2.662789756,merge-path,thread-mapped,4.673465464
ccc,49152,49152,147456,0.0219727,0.0119629,,0.0119629,0.0219727,0.0568848,2.588885299,merge-path,thread-mapped,4.755101188
ccc_G_01,24,24,72,0.0148926,0.0112305,,0.0112305,0.0112305,0.0429688,3.826080762,group-mapped,thread-mapped,3.826080762
ccc_G_02,64,64,192,0.0161133,0.0109863,,0.0109863,0.0109863,0.0390625,3.555564658,group-mapped,thread-mapped,3.555564658
ccc_G_03,160,160,480,0.0151367,0.0109863,,0.0109863,0.0109863,0.0429688,3.911125675,thread-mapped,thread-mapped,3.911125675
ccc_G_04,384,384,1152,0.0200195,0.00976562,,0.00976562,0.00976562,0.0407715,4.175003738,thread-mapped,thread-mapped,4.175003738
ccc_G_05,896,896,2688,0.0200195,0.0109863,,0.0109863,0.0109863,0.0478516,4.355570119,thread-mapped,thread-mapped,4.355570119
ccc_G_06,2048,2048,6144,0.0200195,0.0119629,,0.0119629,0.0119629,0.0498047,4.163263088,thread-mapped,thread-mapped,4.163263088
ccc_G_07,4608,4608,13824,0.0197754,0.0109863,,0.0109863,0.0197754,0.0539551,2.728394874,merge-path,thread-mapped,4.911125675
ccc_G_08,10240,10240,30720,0.0209961,0.0109863,,0.0109863,0.0209961,0.0532227,2.53488505,merge-path,thread-mapped,4.844460828
ccc_G_09,22528,22528,67584,0.0209961,0.0109863,,0.0109863,0.0209961,0.0549316,2.616276356,merge-path,thread-mapped,5.000009102
ccc_G_10,49152,49152,147456,0.0239258,0.0109863,,0.0109863,0.0239258,0.0571289,2.38775297,merge-path,thread-mapped,5.200012743
cdde1,961,961,4681,0.0200195,0.0112305,0.017408,0.0112305,0.0112305,0.052002,4.630426072,thread-mapped,thread-mapped,4.630426072
cdde2,961,961,4681,0.0180664,0.0119629,0.018432,0.0119629,0.0119629,0.0419922,3.510202376,thread-mapped,thread-mapped,3.510202376
cdde3,961,961,4681,0.019043,0.0109863,0.016352,0.0109863,0.0109863,0.0500488,4.555564658,thread-mapped,thread-mapped,4.555564658
cdde4,961,961,4681,0.0180664,0.0119629,0.016384,0.0119629,0.0119629,0.0500488,4.18366784,thread-mapped,thread-mapped,4.18366784
cdde5,961,961,4681,0.0180664,0.0119629,0.01536,0.0119629,0.0119629,0.0498047,4.163263088,thread-mapped,thread-mapped,4.163263088
cdde6,961,961,4681,0.0200195,0.0109863,0.016384,0.0109863,0.0109863,0.0510254,4.644457188,thread-mapped,thread-mapped,4.644457188
cegb2802,2802,2802,277362,0.0229492,0.0280762,0.143328,0.0229492,0.0229492,0.0529785,2.308511844,merge-path,merge-path,2.308511844
cegb2919,2919,2919,321543,0.0239258,0.0297852,0.178176,0.0239258,0.0239258,0.0551758,2.306121425,merge-path,merge-path,2.306121425
cegb3024,3024,3024,79848,0.0200195,0.0151367,0.038912,0.0151367,0.0200195,0.0488281,2.439026949,merge-path,thread-mapped,3.225808796
